movie_id,movie_name,genre
176,The Horse Whisperer,Western
177,"Six Days, Seven Nights",Action
177,"Six Days, Seven Nights",Adventure
177,"Six Days, Seven Nights",Comedy
177,"Six Days, Seven Nights",Romance
178,Star Trek: Insurrection,Action
178,Star Trek: Insurrection,Adventure
178,Star Trek: Insurrection,Sci-Fi
178,Star Trek: Insurrection,Thriller
179,Blade,Action
179,Blade,Horror
180,Lost in Space,Action
180,Lost in Space,Adventure
180,Lost in Space,Family
180,Lost in Space,Sci-Fi
180,Lost in Space,Thriller
181,A Perfect Murder,Crime
181,A Perfect Murder,Drama
181,A Perfect Murder,Thriller
182,The Parent Trap,Adventure
182,The Parent Trap,Comedy
182,The Parent Trap,Drama
182,The Parent Trap,Family
182,The Parent Trap,Romance
183,Ever After: A Cinderella Story,Comedy
183,Ever After: A Cinderella Story,Drama
183,Ever After: A Cinderella Story,Romance
184,Hope Floats,Drama
184,Hope Floats,Romance
185,Life Is Beautiful,Comedy
185,Life Is Beautiful,Drama
185,Life Is Beautiful,Romance
186,U.S. Marshals,Action
186,U.S. Marshals,Crime
186,U.S. Marshals,Thriller
187,The Man in the Iron Mask,Action
187,The Man in the Iron Mask,Adventure
188,A Civil Action,Drama
189,Snake Eyes,Action
189,Snake Eyes,Crime
189,Snake Eyes,Drama
189,Snake Eyes,Mystery
189,Snake Eyes,Thriller
190,What Dreams May Come,Drama
190,What Dreams May Come,Fantasy
190,What Dreams May Come,Romance
191,Halloween: H20,Horror
191,Halloween: H20,Thriller
192,Small Soldiers,Action
192,Small Soldiers,Adventure
192,Small Soldiers,Comedy
192,Small Soldiers,Fantasy
192,Small Soldiers,Sci-Fi
193,T-Rex: Back to the Cretaceous (IMAX),Adventure
193,T-Rex: Back to the Cretaceous (IMAX),Family
193,T-Rex: Back to the Cretaceous (IMAX),Fantasy
194,Mighty Joe Young,Action
194,Mighty Joe Young,Adventure
194,Mighty Joe Young,Family
194,Mighty Joe Young,Fantasy
194,Mighty Joe Young,Sci-Fi
194,Mighty Joe Young,Thriller
195,Practical Magic,Comedy
195,Practical Magic,Fantasy
