movie_id,movie_name,role,order,name,imdb_id,img,gender,races,note,reference_url,voice,img_movie
17,Skyfall,cast,3,Javier Bardem,849,http://s3.amazonaws.com/brianfoo_art/hollywood/849.jpg,m,h,Spanish,http://www.imdb.com/name/nm0000849/bio,0,http://spinoff.comicbookresources.com/wp-content/uploads/2012/10/skyfall-bardem.jpg
17,Skyfall,cast,4,Ralph Fiennes,146,http://s3.amazonaws.com/brianfoo_art/hollywood/146.jpg,m,w,"He is of English, Irish, and Scottish origin",http://www.imdb.com/name/nm0000146/bio,0,http://thesuitsofjamesbond.com/wp-content/uploads/2013/02/Mallory-Blue-Suit-3.jpg
17,Skyfall,cast,5,Naomie Harris,365140,http://s3.amazonaws.com/brianfoo_art/hollywood/365140.jpg,f,b,Her father is from Jamaica and her mother is from Trinidad,http://www.imdb.com/name/nm0365140/bio,0,http://dl9fvu4r30qs1.cloudfront.net/75/52/e6255ff1483a9ba0c50ae2b8f3f3/naomie-harris-skyfall.jpg
18,The Hunger Games,cast,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,http://showbzinn.com/wp-content/uploads/2015/08/Jennifer-Lawrence-Hunger-Games.jpg
18,The Hunger Games,cast,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,http://xdesktopwallpapers.com/wp-content/uploads/2012/07/The%20Hunger%20Games%20-%20Josh%20Hutcherson%20In%20Black%20T-Shirt.jpg
18,The Hunger Games,cast,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,http://xdesktopwallpapers.com/wp-content/uploads/2012/07/The%20Hunger%20Games%20-%20Liam%20Hemsworth%20In%20Crowd.jpg
18,The Hunger Games,cast,4,Woody Harrelson,437,http://s3.amazonaws.com/brianfoo_art/hollywood/437.jpg,m,w,"English, Scottish, German, and distant Dutch and Welsh",http://www.imdb.com/name/nm0000437/bio,0,https://zentertainmentweekly.files.wordpress.com/2012/03/hunger-games-pic-7.jpeg
18,The Hunger Games,cast,5,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,0,http://img2.timeinc.net/people/i/2012/specials/hunger-games/celeb-fans/elizabeth-banks-1024.jpg
19,The Dark Knight Rises,cast,1,Christian Bale,288,http://s3.amazonaws.com/brianfoo_art/hollywood/288.jpg,m,w,English,http://www.imdb.com/name/nm0000288/bio,0,http://vignette3.wikia.nocookie.net/batman/images/1/17/TDKR_R3SlF.jpg/revision/latest?cb=20120719145845
19,The Dark Knight Rises,cast,2,Gary Oldman,198,http://s3.amazonaws.com/brianfoo_art/hollywood/198.jpg,m,w,"English, with a smaller amount of Irish",http://www.imdb.com/name/nm0000198/bio,0,http://cdn.collider.com/wp-content/uploads/the-dark-knight-rises-gary-oldman-joseph-gordon-levitt.jpg
19,The Dark Knight Rises,cast,3,Tom Hardy,362766,http://s3.amazonaws.com/brianfoo_art/hollywood/362766.jpg,m,w,English and Irish,http://www.imdb.com/name/nm0362766/bio,0,http://images5.fanpop.com/image/photos/30700000/Tom-Hardy-as-Bane-in-The-Dark-Knight-Rises-HQ-bane-30790258-1000-1503.jpg
19,The Dark Knight Rises,cast,4,Joseph Gordon-Levitt,330687,http://s3.amazonaws.com/brianfoo_art/hollywood/330687.jpg,m,w,"Russian, Lithuanian, Romanian, Polish Jewish",http://www.imdb.com/name/nm0330687/bio,0,http://cinematicuniverse.com/wp-content/uploads/2015/03/jgl.jpg
19,The Dark Knight Rises,cast,5,Anne Hathaway,4266,http://s3.amazonaws.com/brianfoo_art/hollywood/4266.jpg,f,w,"mostly Irish descent, along with English, German, and French",http://www.imdb.com/name/nm0004266/bio,0,https://img.washingtonpost.com/rf/image_1484w/WashingtonPost/Content/Blogs/celebritology/Images/Film_Review_Dark_Knight_Rises-085d2-4549.jpg?uuid=ryK-otD1EeGt8tVushDNzQ
20,Marvel's The Avengers,cast,1,Robert Downey Jr.,375,http://s3.amazonaws.com/brianfoo_art/hollywood/375.jpg,m,w,"Robert's father is of half Lithuanian Jewish, one quarter Hungarian Jewish, and one quarter Irish, descent, while Robert's mother was of English, Scottish, German, and Swiss-German",http://www.imdb.com/name/nm0000375/bio,0,http://media2.popsugar-assets.com/files/2012/04/14/3/192/1922283/31c158f968504fe1_GH-28850_R/i/Robert-Downey-Jr-Iron-Man-Avengers.jpg
20,Marvel's The Avengers,cast,2,Chris Evans,262635,http://s3.amazonaws.com/brianfoo_art/hollywood/262635.jpg,m,w,"Chris's father is of half German and half Welsh/English/Scottish ancestry, while Chris's mother is of half Italian and half Irish descent",http://www.imdb.com/name/nm0262635/bio,0,http://cdn.collider.com/wp-content/uploads/2015/04/avengers-age-of-ultron-chris-evans.jpg
20,Marvel's The Avengers,cast,3,Mark Ruffalo,749263,http://s3.amazonaws.com/brianfoo_art/hollywood/749263.jpg,m,w,"His father's ancestry is Italian, and his mother is of half French-Canadian and half Italian descent",http://www.imdb.com/name/nm0749263/bio,0,http://www.blastr.com/sites/blastr/files/Avengers_Banner.jpg
20,Marvel's The Avengers,cast,4,Chris Hemsworth,1165110,http://s3.amazonaws.com/brianfoo_art/hollywood/1165110.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm1165110/bio,0,http://cdn.collider.com/wp-content/uploads/2015/04/chris-hemsworth-avengers-age-of-ultron.jpg
20,Marvel's The Avengers,cast,5,Scarlett Johansson,424060,http://s3.amazonaws.com/brianfoo_art/hollywood/424060.jpg,f,w,"Ashkenazi Jewish, Danish",http://www.imdb.com/name/nm0424060/bio,0,https://latimesherocomplex.files.wordpress.com/2015/04/ca-0413-the-avengers-142.jpg
21,Oz The Great and Powerful,cast,1,James Franco,290556,http://s3.amazonaws.com/brianfoo_art/hollywood/290556.jpg,m,w,"His father was of half Portuguese and half Swedish descent. His mother is from an Ashkenazi Jewish family (from Russia, Germany, Poland, and Lithuania).",http://www.imdb.com/name/nm0290556/bio,0,http://frontrowfeatures.com/wp-content/uploads/2013/06/jun07oz01_hi.jpg
21,Oz The Great and Powerful,cast,2,Mila Kunis,5109,http://s3.amazonaws.com/brianfoo_art/hollywood/5109.jpg,f,w,Ashkenazi Jewish,http://www.imdb.com/name/nm0005109/bio,0,http://www.thehunchblog.com/wp-content/uploads/2015/09/oz-06.jpg
21,Oz The Great and Powerful,cast,3,Rachel Weisz,1838,http://s3.amazonaws.com/brianfoo_art/hollywood/1838.jpg,f,w,"Her father is a Hungarian Jewish immigrant, and her Austrian-born mother, who left Vienna in the 1930s, is of Italian and Austrian Jewish heritage",http://www.imdb.com/name/nm0001838/bio,0,http://movies.inquirer.net/files/2013/02/Oz_RWeisz_01.jpg
21,Oz The Great and Powerful,cast,4,Michelle Williams,931329,http://s3.amazonaws.com/brianfoo_art/hollywood/931329.jpg,f,w,"Norwegian, as well as German, English, Swedish, Swiss-German, Danish, Welsh, and Scottish",http://www.imdb.com/name/nm0931329/bio,0,http://cdn.collider.com/wp-content/uploads/oz-great-powerful-michelle-williams1.jpg
21,Oz The Great and Powerful,cast,5,Zach Braff,103785,http://s3.amazonaws.com/brianfoo_art/hollywood/103785.jpg,m,w,His father is of Ashkenazi Jewish descent (from a family from Austria and Russia). His mother is from a family with English and Scottish ancestry,http://www.imdb.com/name/nm0103785/bio,1,https://i.ytimg.com/vi/Pw69cv9bpvo/maxresdefault.jpg
22,Fast & Furious 6,cast,1,Vin Diesel,4874,http://s3.amazonaws.com/brianfoo_art/hollywood/4874.jpg,m,"w,b","Mother is English, German, Scottish, and Irish. Biological father's race not publicly known. Diesel identifies as person of color. Some sources say his biological father was African-American ",http://ethnicelebs.com/vin-diesel,0,http://cdn.collider.com/wp-content/uploads/fast-furious-6-vin-diesel.jpg
22,Fast & Furious 6,cast,2,Paul Walker,908094,http://s3.amazonaws.com/brianfoo_art/hollywood/908094.jpg,m,w,English and German,http://www.imdb.com/name/nm0908094/bio,0,http://cdn.collider.com/wp-content/uploads/fast-and-furious-6-paul-walker-2.jpg
22,Fast & Furious 6,cast,3,Dwayne Johnson,425005,http://s3.amazonaws.com/brianfoo_art/hollywood/425005.jpg,m,"b,a","His father is black (of Black Nova Scotian descent), and his mother is of Samoan background",http://www.imdb.com/name/nm0425005/bio,0,http://www.aceshowbiz.com/images/still/fast-and-furious-6-still03.jpg
22,Fast & Furious 6,cast,4,Jordana Brewster,108287,http://s3.amazonaws.com/brianfoo_art/hollywood/108287.jpg,f,"w,h",Mother is Brazilian; Father is English and Scottish; technically not hispanic; identifies as Latina,http://www.huffingtonpost.com/2012/06/13/dallas-star-jordana-brewster_n_1595303.html,0,http://cdn.collider.com/wp-content/uploads/Fast_Five_image-14.jpg
22,Fast & Furious 6,cast,5,Michelle Rodriguez,735442,http://s3.amazonaws.com/brianfoo_art/hollywood/735442.jpg,f,h,Puerto Rican and Dominican,http://www.imdb.com/name/nm0735442/bio,0,http://cdn.collider.com/wp-content/uploads/michelle-rodriguez-fast-furious-6.jpg
23,The Hobbit: The Desolation of Smaug,cast,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,http://cdn.collider.com/wp-content/uploads/hobbit-desolation-of-smaug-ian-mckellan-4.jpg
23,The Hobbit: The Desolation of Smaug,cast,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,http://cdn.collider.com/wp-content/uploads/hobbit-desolation-of-smaug-martin-freeman-richard-armitage.jpg
23,The Hobbit: The Desolation of Smaug,cast,3,Richard Armitage,35514,http://s3.amazonaws.com/brianfoo_art/hollywood/35514.jpg,m,w,,,0,https://latimesherocomplex.files.wordpress.com/2013/12/la_ca_1205_the_hobbit_desolation_of_smaug_271.jpg
23,The Hobbit: The Desolation of Smaug,cast,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,http://www-images.theonering.org/torwp/wp-content/uploads/2013/10/thdos-trailer02-095.jpg
23,The Hobbit: The Desolation of Smaug,cast,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,Scottish,http://www.imdb.com/name/nm0574615/bio,0,http://www-images.theonering.org/torwp/wp-content/uploads/2014/11/BotFATrailer39.jpg
24,Monsters University,cast,1,Billy Crystal,345,http://s3.amazonaws.com/brianfoo_art/hollywood/345.jpg,m,w,"His family were Jewish immigrants from Russia, Austria, and Lithuania",http://www.imdb.com/name/nm0000345/bio,1,http://media.npr.org/assets/img/2013/09/06/crystal_wide-c4e4c400b5d94238c8624ab722f3a64af44da8cc-s900-c85.jpg
24,Monsters University,cast,2,John Goodman,422,http://s3.amazonaws.com/brianfoo_art/hollywood/422.jpg,m,w,"English, Welsh, and German",http://www.imdb.com/name/nm0000422/bio,1,http://cineplex.media.baselineresearch.com/images/357764/357764_full.jpg
24,Monsters University,cast,3,Steve Buscemi,114,http://s3.amazonaws.com/brianfoo_art/hollywood/114.jpg,m,w," Italian (father) and English, Dutch, and Irish (mother)",http://www.imdb.com/name/nm0000114/bio,1,http://vignette1.wikia.nocookie.net/pixar/images/c/cb/Steve-Buscemi.jpg/revision/latest?cb=20110918224547
24,Monsters University,cast,4,Helen Mirren,545,http://s3.amazonaws.com/brianfoo_art/hollywood/545.jpg,f,w,"English, Russian",http://www.imdb.com/name/nm0000545/bio,1,https://i.ytimg.com/vi/1Y_ulukKZsI/maxresdefault.jpg
24,Monsters University,cast,5,Peter Sohn,812307,http://s3.amazonaws.com/brianfoo_art/hollywood/812307.jpg,m,a,Korean,https://en.wikipedia.org/wiki/Peter_Sohn#Life_and_career,1,http://i2.wp.com/geekdad.com/wp-content/uploads/2013/06/20130410MULongLeadPressDays098.jpg
25,Gravity,cast,1,Sandra Bullock,113,http://s3.amazonaws.com/brianfoo_art/hollywood/113.jpg,f,w,"Irish, English, French, and German",http://www.imdb.com/name/nm0000113/bio,0,http://static6.businessinsider.com/image/530e378c6bb3f7c54fbbff4f/sandra-bullock-will-take-home-an-insanely-large-paycheck-for-gravity.jpg
25,Gravity,cast,2,George Clooney,123,http://s3.amazonaws.com/brianfoo_art/hollywood/123.jpg,m,w,"Irish, English, and German",http://www.imdb.com/name/nm0000123/bio,0,http://cdn.theatlantic.com/assets/media/img/posts/george-clooney-gravity-image.jpg
25,Gravity,cast,3,Ed Harris,438,http://s3.amazonaws.com/brianfoo_art/hollywood/438.jpg,m,w,,,1,http://cbsnews2.cbsistatic.com/hub/i/r/2014/03/08/21bd93d1-67e4-479a-8b54-07963d5e106a/thumbnail/620x350/3088f05d586ea47f3be9ec743e95fd0d/ctm-harris030814.jpg
25,Gravity,cast,4,Orto Ignatiussen,1241511,none,m,u,possibly Greenland Inuit,http://www.hollywoodreporter.com/news/gravity-spinoff-watch-side-sandra-657919,1,http://static1.businessinsider.com/image/528e255becad04e95ba03147/watch-the-gravity-short-about-the-stranger-sandra-bullock-radioed-from-space.jpg
25,Gravity,cast,5,Phaldut Sharma,2060857,http://s3.amazonaws.com/brianfoo_art/hollywood/2060857.jpg,m,a,Indian,http://www.telegraphindia.com/1131029/jsp/t2/story_17504261.jsp#.Vo3TsfkrL4Y,1,https://assets-cdn-image.movielala.com/movielala/image/upload/v1438319312/55bb02d8776f72598b004260.jpg
26,Man of Steel,cast,1,Henry Cavill,147147,http://s3.amazonaws.com/brianfoo_art/hollywood/147147.jpg,m,w,"Irish, Scottish, and English",http://www.imdb.com/name/nm0147147/bio,0,http://moviewallpaperpics.com/wp-content/uploads/2015/04/Henry-Cavill-in-Man-of-Steel-5.jpg
26,Man of Steel,cast,2,Amy Adams,10736,http://s3.amazonaws.com/brianfoo_art/hollywood/10736.jpg,f,w,"English, as well as smaller amounts of Danish, Swiss-German, and Norwegian",http://www.imdb.com/name/nm0010736/bio,0,http://media.comicbook.com/wp-content/uploads/2013/06/Man-of-Steel-Lois-Lane.jpg
26,Man of Steel,cast,3,Michael Shannon,788335,http://s3.amazonaws.com/brianfoo_art/hollywood/788335.jpg,m,w,,,0,https://dissectingtheframe.files.wordpress.com/2013/06/mos-zod.jpg
26,Man of Steel,cast,4,Diane Lane,178,http://s3.amazonaws.com/brianfoo_art/hollywood/178.jpg,f,w,"English, and some German and Scots-Irish (Northern Irish)",http://www.imdb.com/name/nm0000178/bio,0,http://www.heyuguys.com/images/2013/06/Diane-Lane-in-Man-of-Steel-.jpg
26,Man of Steel,cast,5,Russell Crowe,128,http://s3.amazonaws.com/brianfoo_art/hollywood/128.jpg,m,w,"Welsh (where his paternal grandfather was born, in Wrexham), English, Irish, Scottish, Norwegian, Swedish, and Maori (one of Crowe's maternal great-grandmothers, Erana Putiputi Hayes Heihi, was Maori)",http://www.imdb.com/name/nm0000128/bio,0,http://www.loseternautas.com/wp-content/uploads/2013/06/Man-of-Steel-Russell-Crowe.jpg
27,Despicable Me 2,cast,1,Steve Carell,136797,http://s3.amazonaws.com/brianfoo_art/hollywood/136797.jpg,m,w,His mother is of Polish descent and his father is of Italian and German ancestry,http://www.imdb.com/name/nm0136797/bio,1,https://i.ytimg.com/vi/rQrmV77_cFU/maxresdefault.jpg
27,Despicable Me 2,cast,2,Kristen Wiig,1325419,http://s3.amazonaws.com/brianfoo_art/hollywood/1325419.jpg,f,w,"Norwegian (from her paternal grandfather), Irish, English, and Scottish",http://www.imdb.com/name/nm1325419/bio,1,http://www.movpins.com/big/MV5BMjA0OTQyNTk2MV5BMl5BanBnXkFtZTcwNTgxMzU3OQ/kristen-wiig-in-despicable-me-2-(2013)-large-picture.jpg
27,Despicable Me 2,cast,3,Benjamin Bratt,973,http://s3.amazonaws.com/brianfoo_art/hollywood/973.jpg,m,"w,o","English, German, and Austrian descent on his father's side, and of Peruvian (Qechua) descent on his mother's side",http://www.imdb.com/name/nm0000973/bio,1,http://frontrowfeatures.com/wp-content/uploads/2013/06/jun26bratt02_hi.jpg
27,Despicable Me 2,cast,4,Miranda Cosgrove,1388927,http://s3.amazonaws.com/brianfoo_art/hollywood/1388927.jpg,f,w,"English, Irish, and French",http://www.imdb.com/name/nm1388927/bio,1,http://www.movpins.com/big/MV5BMjM2Njc0MzYwMl5BMl5BanBnXkFtZTcwMDgxMzU3OQ/miranda-cosgrove-in-dumma-mej-2-(2013).jpg
27,Despicable Me 2,cast,5,Russell Brand,1258970,http://s3.amazonaws.com/brianfoo_art/hollywood/1258970.jpg,m,w,English,http://www.imdb.com/name/nm1258970/bio,1,http://www.movpins.com/big/MV5BMTMwMjkxNzYwOV5BMl5BanBnXkFtZTcwNDYxMjA2Mw/still-of-russell-brand-in-dumma-mej-(2010).jpg
28,Frozen,cast,1,Kristen Bell,68338,http://s3.amazonaws.com/brianfoo_art/hollywood/68338.jpg,f,w,Scottish and Polish,http://www.imdb.com/name/nm0068338/bio,1,http://www.kazooji.com/wp-content/uploads/2015/07/kristen-bell-frozen.jpg
28,Frozen,cast,2,Idina Menzel,579953,http://s3.amazonaws.com/brianfoo_art/hollywood/579953.jpg,f,w,Russian and Eastern European Jewish,https://en.wikipedia.org/wiki/Idina_Menzel,1,http://rack.3.mshcdn.com/media/ZgkyMDE0LzAyLzExLzFiL2lkaW5hbWVuemVsLmNhZTYwLmpwZwpwCXRodW1iCTEyMDB4OTYwMD4/1139fc23/edf/idina-menzel-frozen.jpg.jpg
28,Frozen,cast,3,Jonathan Groff,2676147,http://s3.amazonaws.com/brianfoo_art/hollywood/2676147.jpg,m,w,,,1,http://static1.purepeople.com/articles/5/15/81/75/@/1791756-jonathan-groff-avantpremiere-du-film-950x0-1.jpg
28,Frozen,cast,4,Josh Gad,1265802,http://s3.amazonaws.com/brianfoo_art/hollywood/1265802.jpg,m,w,"His father was born in Afghanistan, to an Afghan Jewish family. His mother, who is originally from New York, is of Ashkenazi Jewish background",http://www.imdb.com/name/nm1265802/bio,1,http://moviehole.net/img/josh-gad1.jpg
28,Frozen,cast,5,Santino Fontana,2949014,http://s3.amazonaws.com/brianfoo_art/hollywood/2949014.jpg,m,w,"He is of half Italian, one quarter Portuguese, and one quarter Spanish, descent",https://en.wikipedia.org/wiki/Santino_Fontana#Life_and_career,1,http://cdnau.ibtimes.com/sites/au.ibtimes.com/files/2015/11/05/cast-member-santino-fontana-poses-premiere-frozen.jpg
29,Iron Man 3,cast,1,Robert Downey Jr.,375,http://s3.amazonaws.com/brianfoo_art/hollywood/375.jpg,m,w,"Robert's father is of half Lithuanian Jewish, one quarter Hungarian Jewish, and one quarter Irish, descent, while Robert's mother was of English, Scottish, German, and Swiss-German",http://www.imdb.com/name/nm0000375/bio,0,http://screenrant.com/wp-content/uploads/Iron-Man-3-Robert-Downey-Jr-Suits.jpg
29,Iron Man 3,cast,2,Gwyneth Paltrow,569,http://s3.amazonaws.com/brianfoo_art/hollywood/569.jpg,f,w,"German, and some English and Irish; Eastern European",http://www.imdb.com/name/nm0000569/bio,0,http://cdn.collider.com/wp-content/uploads/iron-man-3-gwyneth-paltrow2.jpg
29,Iron Man 3,cast,3,Don Cheadle,332,http://s3.amazonaws.com/brianfoo_art/hollywood/332.jpg,m,b,,http://www.pbs.org/wnet/aalives/profiles/cheadle.html,0,http://x.annihil.us/u/prod/marvel/i/mg/3/30/51806a4a9e712.jpg
29,Iron Man 3,cast,4,Guy Pearce,1602,http://s3.amazonaws.com/brianfoo_art/hollywood/1602.jpg,m,w,English and Scottish,http://www.imdb.com/name/nm0001602/bio,0,http://cdn.collider.com/wp-content/uploads/iron-man-3-guy-pearce2.jpg
29,Iron Man 3,cast,5,Rebecca Hall,356017,http://s3.amazonaws.com/brianfoo_art/hollywood/356017.jpg,f,"w,b,o","Dutch, Scottish, Sioux, and African American",http://www.imdb.com/name/nm0356017/bio,0,http://cdn.collider.com/wp-content/uploads/iron-man-3-rebecca-hall4.jpg
30,The Hunger Games: Catching Fire,cast,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,http://static1.businessinsider.com/image/528f7d1269bedd4b0ea7c385/hunger-games-catching-fire-reviews-jennifer-lawrence-is-phenomenal.jpg
30,The Hunger Games: Catching Fire,cast,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,http://www.movpins.com/big/MV5BMTk4MTQyNjI1NF5BMl5BanBnXkFtZTgwOTQ1OTM1MDE@._V1/still-of-josh-hutcherson-in-the-hunger-games:-catching-fire-(2013)-large-picture.jpg
30,The Hunger Games: Catching Fire,cast,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,http://cdn.collider.com/wp-content/uploads/the-hunger-games-catching-fire-liam-hemsworth1.jpg
30,The Hunger Games: Catching Fire,cast,4,Woody Harrelson,437,http://s3.amazonaws.com/brianfoo_art/hollywood/437.jpg,m,w,"English, Scottish, German, and distant Dutch and Welsh",http://www.imdb.com/name/nm0000437/bio,0,https://s-media-cache-ak0.pinimg.com/736x/18/25/45/1825459924ff384bbdd08b2973c90b6b.jpg
30,The Hunger Games: Catching Fire,cast,5,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,0,http://www.movpins.com/big/MV5BMTk2NjE3NTYyN15BMl5BanBnXkFtZTgwNjE1OTM1MDE@._V1_/still-of-elizabeth-banks-in-the-hunger-games:-catching-fire-(2013)-large-picture.jpg
31,Big Hero 6,cast,1,Scott Adsit,12523,http://s3.amazonaws.com/brianfoo_art/hollywood/12523.jpg,m,w,,,1,http://images6.fanpop.com/image/photos/37600000/Scott-and-Baymax-big-hero-6-37654455-1366-2048.jpg
31,Big Hero 6,cast,2,Ryan Potter,3994407,http://s3.amazonaws.com/brianfoo_art/hollywood/3994407.jpg,m,"w,a",Japanese father and a caucasian American-Jewish mother,http://www.imdb.com/name/nm3994407/bio,1,http://cdn02.cdn.justjaredjr.com/wp-content/uploads/pictures/2014/11/ryan-jamie/ryan-potter-jamie-chung-big-hero-6-premiere-05.jpg
31,Big Hero 6,cast,3,Daniel Henney,2024644,http://s3.amazonaws.com/brianfoo_art/hollywood/2024644.jpg,m,"w,a","father (American of British descent), mother (American of Korean descent)",http://www.imdb.com/name/nm2024644/bio,1,http://www.mochimag.com/wp-content/uploads/2015/04/Daniel-DSC_0071.jpg
31,Big Hero 6,cast,4,T.J. Miller,2554352,http://s3.amazonaws.com/brianfoo_art/hollywood/2554352.jpg,m,w,,,1,http://images6.fanpop.com/image/photos/37600000/TJ-and-Fred-zilla-big-hero-6-37654450-1366-2048.jpg
31,Big Hero 6,cast,5,Jamie Chung,1512166,http://s3.amazonaws.com/brianfoo_art/hollywood/1512166.jpg,f,a,Korean,http://www.imdb.com/name/nm1512166/bio,1,http://img1.wikia.nocookie.net/__cb20150103081245/disney/images/0/01/Jamie-chung-big-hero-6-movie-premiere-in-hollywood.jpg
32,X-Men: Days of Future Past,cast,1,Hugh Jackman,413168,http://s3.amazonaws.com/brianfoo_art/hollywood/413168.jpg,m,w,"English, Greek, Scottish",http://www.imdb.com/name/nm0413168/bio,0,http://fo4mw16y1z42edr6j2m4n6vt.wpengine.netdna-cdn.com/wp-content/uploads/x-men-days-of-future-past-DF-07871_rgb.jpg
32,X-Men: Days of Future Past,cast,2,James McAvoy,564215,http://s3.amazonaws.com/brianfoo_art/hollywood/564215.jpg,m,w,,,0,http://i.imgur.com/ycLljeL.jpg
32,X-Men: Days of Future Past,cast,3,Michael Fassbender,1055413,http://s3.amazonaws.com/brianfoo_art/hollywood/1055413.jpg,m,w,"German, Irish",http://www.imdb.com/name/nm1055413/bio,0,http://cdn.collider.com/wp-content/uploads/x-men-days-of-future-past-michael-fassbender3.jpg
32,X-Men: Days of Future Past,cast,4,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,http://www.filmhdwallpapers.com/files/movies/X-Men%20Days%20of%20Future%20Past%20-%20Jennifer%20Lawrence%20Wallpapers.jpg
32,X-Men: Days of Future Past,cast,5,Halle Berry,932,http://s3.amazonaws.com/brianfoo_art/hollywood/932.jpg,f,"w,b","father was African-American, mother has English and German ancestry",http://www.imdb.com/name/nm0000932/bio,0,http://lestoilesheroiques.fr/wp-content/uploads/2014/02/xmen-days-of-future-past-tornade-halle-berry.jpg
33,Maleficent,cast,1,Angelina Jolie,1401,http://s3.amazonaws.com/brianfoo_art/hollywood/1401.jpg,f,w,"German and Slovak on her father's side, and French-Canadian, Dutch, German, Czech, and remote Huron",http://www.imdb.com/name/nm0001401/bio,0,http://static1.businessinsider.com/image/5385fda2ecad0494724e37dd/angelina-jolie-is-the-best-part-of-maleficent.jpg
33,Maleficent,cast,2,Elle Fanning,1102577,http://s3.amazonaws.com/brianfoo_art/hollywood/1102577.jpg,f,w,"German, Irish, English, French, and Channel Islander",http://www.imdb.com/name/nm1102577/bio,0,http://cdn.collider.com/wp-content/uploads/maleficent-elle-fanning2.jpg
33,Maleficent,cast,3,Sharlto Copley,1663205,http://s3.amazonaws.com/brianfoo_art/hollywood/1663205.jpg,m,w,"English ethnicity, South African nationality",http://www.imdb.com/name/nm1663205/bio,0,http://simplybeingmommy.com/wp-content/uploads/2014/05/sharlto-copley-as-king-stefan.jpg
33,Maleficent,cast,4,Lesley Manville,544334,http://s3.amazonaws.com/brianfoo_art/hollywood/544334.jpg,f,w,,,0,https://theconsultingdetectivesblog.files.wordpress.com/2014/05/mal-00065-13182_r.jpg
33,Maleficent,cast,5,Imelda Staunton,1767,http://s3.amazonaws.com/brianfoo_art/hollywood/1767.jpg,f,w,Irish,https://en.wikipedia.org/wiki/Imelda_Staunton#Early_life_and_education,0,https://theconsultingdetectivesblog.files.wordpress.com/2014/05/mal-00065-13182_r.jpg
34,Transformers: Age of Extinction,cast,1,Mark Wahlberg,242,http://s3.amazonaws.com/brianfoo_art/hollywood/242.jpg,m,w,"Irish, Swedish (from his paternal grandfather), and more distant French-Canadian and English",http://www.imdb.com/name/nm0000242/bio,0,http://cdn.collider.com/wp-content/uploads/transformers-4-age-of-extinction-mark-wahlberg.jpg
34,Transformers: Age of Extinction,cast,2,Stanley Tucci,1804,http://s3.amazonaws.com/brianfoo_art/hollywood/1804.jpg,m,w,"His family is Italian-American, with origins in Calabria",http://www.imdb.com/name/nm0001804/bio,0,http://cdn.highdefdigest.com/uploads/2014/09/17/08_Transformers_AgeofExtinction_Tucci.jpg
34,Transformers: Age of Extinction,cast,3,Kelsey Grammer,1288,http://s3.amazonaws.com/brianfoo_art/hollywood/1288.jpg,m,w,"English, German, Irish and Scottish",http://www.imdb.com/name/nm0001288/bio,0,https://i.ytimg.com/vi/LhY_aTv7rP4/maxresdefault.jpg
