movie_id,movie_name,role,order,name,imdb_id,gender,race
1,Toy Story,cast,1,Tom Hanks,0000158,m,w
1,Toy Story,cast,2,Tim Allen,0000741,m,w
1,Toy Story,cast,3,Don Rickles,0725543,m,w
1,Toy Story,cast,4,Jim Varney,0001815,m,w
1,Toy Story,cast,5,Wallace Shawn,0001728,m,w
1,Toy Story,cast,6,John Ratzenberger,0001652,m,
1,Toy Story,producer,1,Bonnie Arnold,0036366,f,w
1,Toy Story,producer,2,Ed Catmull,0146216,m,w
1,Toy Story,producer,3,Ralph Guggenheim,0346558,m,w
1,Toy Story,producer,4,Steve Jobs,0423418,m,w
1,Toy Story,director,1,John Lasseter,0005124,m,w
1,Toy Story,writer,1,John Lasseter,0005124,m,w
1,Toy Story,writer,2,Pete Docter,0230032,m,w
1,Toy Story,writer,3,Andrew Stanton,0004056,m,w
1,Toy Story,writer,4,Joe Ranft,0710020,m,w
1,Toy Story,writer,5,Joss Whedon,0923736,m,w
1,Toy Story,writer,7,Joel Cohen,0169505,m,w
1,Toy Story,writer,8,Alec Sokolow,0812513,m,w
2,Batman Forever,cast,1,Val Kilmer,0000174,m,w
2,Batman Forever,cast,2,Tommy Lee Jones,0000169,m,w
2,Batman Forever,cast,3,Jim Carrey,0000120,m,w
2,Batman Forever,cast,4,Nicole Kidman,0000173,f,w
2,Batman Forever,cast,5,Chris O'Donnell,0000563,m,
2,Batman Forever,cast,6,Michael Gough,0001284,m,w
2,Batman Forever,producer,1,Tim Burton,0000318,m,w
2,Batman Forever,producer,2,Mitchell E. Dauterive,0202459,m,w
2,Batman Forever,producer,3,Peter Macgregor-Scott,0532368,m,
2,Batman Forever,producer,4,Benjamin Melniker,0578195,m,
2,Batman Forever,producer,5,Kevin J. Messick,0582111,m,w
2,Batman Forever,producer,6,Michael Uslan,0882388,m,w
2,Batman Forever,director,1,Joel Schumacher,0001708,m,w
2,Batman Forever,writer,1,Bob Kane,0004170,m,w
2,Batman Forever,writer,2,Lee Batchler,0060761,m,w
2,Batman Forever,writer,3,Janet Scott Batchler,0060760,f,w
2,Batman Forever,writer,6,Akiva Goldsman,0326040,m,
3,Apollo 13,cast,1,Tom Hanks,0000158,m,w
3,Apollo 13,cast,2,Bill Paxton,0000200,m,w
3,Apollo 13,cast,3,Kevin Bacon,0000102,m,w
3,Apollo 13,cast,4,Gary Sinise,0000641,m,
3,Apollo 13,cast,5,Ed Harris,0000438,m,w
3,Apollo 13,cast,6,Kathleen Quinlan,0000599,f,w
3,Apollo 13,producer,1,Michael Bostick,0098233,m,w
3,Apollo 13,producer,2,Brian Grazer,0004976,m,w
3,Apollo 13,producer,3,Todd Hallowell,0356745,m,w
3,Apollo 13,producer,4,Aldric La'auli Porter,0692016,m,w
3,Apollo 13,producer,5,Louisa Velis,0892550,f,h
3,Apollo 13,producer,6,Lorne Orleans,0650038,m,w
3,Apollo 13,director,1,Ron Howard,0000165,m,w
3,Apollo 13,writer,1,Jim Lovell,0522554,m,w
3,Apollo 13,writer,2,Jeffrey Kluger,0460200,m,w
3,Apollo 13,writer,3,William Broyles Jr,0115310,m,w
3,Apollo 13,writer,4,Al Reinert,0718031,m,w
4,Pocahontas,cast,1,Irene Bedard,0065942,f,w
4,Pocahontas,cast,2,Judy Kuhn,0474122,f,w
4,Pocahontas,cast,3,Mel Gibson,0000154,m,w
4,Pocahontas,cast,4,David Ogden Stiers,0001773,m,w
4,Pocahontas,cast,5,John Kassir,0440885,m,w
4,Pocahontas,cast,6,Russell Means,0575184,m,w
4,Pocahontas,producer,1,Baker Bloodworth,0089118,m,w
4,Pocahontas,producer,2,James Pentecost,0672363,m,w
4,Pocahontas,director,1,Mike Gabriel,0300265,m,w
4,Pocahontas,director,2,Eric Goldberg,0325196,m,w
4,Pocahontas,writer,1,Carl Binder,0082772,m,w
4,Pocahontas,writer,2,Susannah Grant,0335666,f,w
4,Pocahontas,writer,3,Philip LaZebnik,0493857,m,
4,Pocahontas,writer,4,Tom Sito,0004552,m,w
4,Pocahontas,writer,5,Glen Keane,0443855,m,w
4,Pocahontas,writer,6,Joe Grant,0335469,m,w
4,Pocahontas,writer,7,Ralph Zondag,0957798,m,
4,Pocahontas,writer,8,Burny Mattinson,0560329,,w
4,Pocahontas,writer,9,Ed Gombert,0326814,m,w
4,Pocahontas,writer,10,Kaan Kalyon,0436314,m,
4,Pocahontas,writer,11,Francis Glebas,0322368,m,
4,Pocahontas,writer,12,Rob Gibbs,0316727,m,w
4,Pocahontas,writer,13,Bruce Morris,0606407,m,w
4,Pocahontas,writer,14,Todd Kurosawa,1190000,m,a
4,Pocahontas,writer,15,Duncan Marjoribanks,0548211,m,
4,Pocahontas,writer,16,Chris Buck,0118333,m,w
4,Pocahontas,writer,17,Andrew Chapman,0152284,m,w
4,Pocahontas,writer,18,Randy Cartwright,0142200,m,w
4,Pocahontas,writer,19,Will Finn,0278181,m,w
4,Pocahontas,writer,20,Broose Johnson,0424666,,w
4,Pocahontas,writer,21,T. Daniel Hofstedt,0389445,,w
4,Pocahontas,writer,22,David Pruiksma,0699213,m,w
4,Pocahontas,writer,23,Nik Ranieri,0710181,m,w
4,Pocahontas,writer,24,Vincent DeFrances,1786806,m,w
4,Pocahontas,writer,25,Tom Mazzocco,0563602,m,w
4,Pocahontas,writer,26,Don Dougherty,0234837,m,w
4,Pocahontas,writer,27,Jorgen Klubien,0460146,m,
4,Pocahontas,writer,28,Mike Gabriel,0300265,m,w
5,Ace Ventura: When Nature Calls,cast,1,Jim Carrey,0000120,m,w
5,Ace Ventura: When Nature Calls,cast,2,Ian McNeice,0573862,m,w
5,Ace Ventura: When Nature Calls,cast,3,Simon Callow,0001003,m,w
5,Ace Ventura: When Nature Calls,cast,4,Maynard Eziashi,0264330,m,
5,Ace Ventura: When Nature Calls,cast,5,Bob Gunton,0348409,m,w
5,Ace Ventura: When Nature Calls,cast,6,Sophie Okonedo,0645683,f,
5,Ace Ventura: When Nature Calls,producer,1,Gary Barber,0053388,m,w
5,Ace Ventura: When Nature Calls,producer,2,Bob Israel,0411444,m,w
5,Ace Ventura: When Nature Calls,producer,3,Andrew G. La Marca,0478701,m,h
5,Ace Ventura: When Nature Calls,producer,4,James G. Robinson,0732708,m,w
5,Ace Ventura: When Nature Calls,director,1,Steve Oedekerk,0644203,m,
5,Ace Ventura: When Nature Calls,writer,1,Jack Bernstein,0077062,m,w
5,Ace Ventura: When Nature Calls,writer,2,Steve Oedekerk,0644203,m,
6,GoldenEye,cast,1,Pierce Brosnan,0000112,m,w
6,GoldenEye,cast,2,Sean Bean,0000293,m,w
6,GoldenEye,cast,3,Izabella Scorupco,0001713,f,
6,GoldenEye,cast,4,Famke Janssen,0000463,,w
6,GoldenEye,cast,5,Joe Don Baker,0000833,m,w
6,GoldenEye,cast,6,Judi Dench,0001132,f,w
6,GoldenEye,producer,1,Barbara Broccoli,0110483,f,w
6,GoldenEye,producer,2,Tom Pevsner,0678932,m,
6,GoldenEye,producer,3,Anthony Waye,0915473,m,w
6,GoldenEye,producer,4,Michael G. Wilson,0933865,m,w
6,GoldenEye,producer,5,Albert R. Broccoli,0110482,m,w
6,GoldenEye,director,1,Martin Campbell,0132709,m,w
6,GoldenEye,writer,1,Ian Fleming,0001220,m,w
6,GoldenEye,writer,2,Michael France,0289833,m,w
6,GoldenEye,writer,3,Jeffrey Caine,0128997,m,w
6,GoldenEye,writer,4,Bruce Feirstein,0270761,m,
7,Jumanji,cast,1,Robin Williams,0000245,f,w
7,Jumanji,cast,2,Jonathan Hyde,0404993,m,w
7,Jumanji,cast,3,Kirsten Dunst,0000379,f,w
7,Jumanji,cast,4,Bradley Pierce,0682300,m,w
7,Jumanji,cast,5,Bonnie Hunt,0001372,f,w
7,Jumanji,cast,6,Bebe Neuwirth,0001564,f,w
7,Jumanji,producer,1,Robert W. Cort,0181202,m,w
7,Jumanji,producer,2,Ted Field,0276059,m,w
7,Jumanji,producer,3,Larry J. Franco,0290581,m,h
7,Jumanji,producer,4,Scott Kroopf,0472256,m,
7,Jumanji,producer,5,William Teitler,0854074,m,w
7,Jumanji,director,1,Joe Johnston,0002653,m,w
7,Jumanji,writer,1,Jonathan Hensleigh,0378144,m,w
7,Jumanji,writer,2,Greg Taylor,0852430,m,w
7,Jumanji,writer,3,Jim Strain,0833164,m,w
7,Jumanji,writer,6,Chris Van Allsburg,0885575,m,w
8,Casper,cast,1,Chauncey Leopardi,0503140,m,w
8,Casper,cast,2,Spencer Vrooman,0904153,m,w
8,Casper,cast,3,Malachi Pearson,0669326,m,w
8,Casper,cast,4,Cathy Moriarty,0001550,f,w
8,Casper,cast,5,Eric Idle,0001385,m,w
8,Casper,cast,6,Ben Stein,0825401,m,w
8,Casper,producer,1,Paul Deason,0213226,m,w
8,Casper,producer,2,Jeff Franklin,1807824,m,w
8,Casper,producer,3,Gerald R. Molen,0596520,m,w
8,Casper,producer,4,Jeffrey A. Montgomery,0599805,m,w
8,Casper,producer,5,Steven Spielberg,0000229,m,w
8,Casper,producer,6,Steve Waterman,0914014,m,w
8,Casper,producer,7,Colin Wilson,0933213,m,w
8,Casper,director,1,Brad Silberling,0797869,m,
8,Casper,writer,1,Joseph Oriolo,0649866,m,w
8,Casper,writer,2,Sherri Stoner,0832300,f,w
8,Casper,writer,3,Deanna Oliver,0646818,f,w
9,Seven,cast,1,Morgan Freeman,0000151,f,w
9,Seven,cast,2,Andrew Kevin Walker,0001825,m,w
9,Seven,cast,3,Daniel Zacapa,0669254,m,
9,Seven,cast,4,Brad Pitt,0000093,m,w
9,Seven,cast,5,Gwyneth Paltrow,0000569,f,
9,Seven,cast,6,John Cassini,0144307,m,w
9,Seven,producer,1,Stephen Brown,0114698,m,w
9,Seven,producer,2,Phyllis Carlyle,0138287,f,w
9,Seven,producer,3,William C. Gerrity,0314772,m,w
9,Seven,producer,4,Nana Greenwald,0339248,f,w
9,Seven,producer,5,Lynn Harris,0365036,f,w
9,Seven,producer,6,Dan Kolsrud,0464387,m,w
9,Seven,producer,7,Anne Kopelson,0465744,f,
9,Seven,producer,8,Arnold Kopelson,0465745,m,
9,Seven,producer,9,Gianni Nunnari,0638089,m,w
9,Seven,producer,10,Sanford Panitch,0659529,m,w
9,Seven,producer,11,Michele Platt,0686890,f,w
9,Seven,producer,12,Richard Saperstein,0764552,m,w
9,Seven,director,1,David Fincher,0000399,m,w
9,Seven,writer,1,Andrew Kevin Walker,0001825,m,w
10,Die Hard: With A Vengeance,cast,1,Bruce Willis,0000246,m,w
10,Die Hard: With A Vengeance,cast,2,Jeremy Irons,0000460,m,w
10,Die Hard: With A Vengeance,cast,3,Samuel L. Jackson,0000168,m,b
10,Die Hard: With A Vengeance,cast,4,Graham Greene,0001295,m,w
10,Die Hard: With A Vengeance,cast,5,Colleen Camp,0131974,f,w
10,Die Hard: With A Vengeance,cast,6,Larry Bryggman,0117365,m,
10,Die Hard: With A Vengeance,producer,1,Buzz Feitshans,0270809,m,w
10,Die Hard: With A Vengeance,producer,2,Robert Lawrence,0492994,m,w
10,Die Hard: With A Vengeance,producer,3,Robert H. Lemer,0501246,m,w
10,Die Hard: With A Vengeance,producer,4,John McTiernan,0001532,m,w
10,Die Hard: With A Vengeance,producer,5,Michael Tadross,0846333,m,
10,Die Hard: With A Vengeance,producer,6,Andrew G. Vajna,0883351,m,
10,Die Hard: With A Vengeance,producer,7,David Willis,0932303,m,w
10,Die Hard: With A Vengeance,producer,8,Carmine Zozzora,0958105,m,
10,Die Hard: With A Vengeance,director,1,John McTiernan,0001532,m,w
10,Die Hard: With A Vengeance,writer,1,Jonathan Hensleigh,0378144,m,w
10,Die Hard: With A Vengeance,writer,2,Roderick Thorp,0861636,m,w
11,Crimson Tide,cast,1,Denzel Washington,0000243,m,b
11,Crimson Tide,cast,2,Gene Hackman,0000432,m,w
11,Crimson Tide,cast,3,Matt Craven,0002023,m,w
11,Crimson Tide,cast,4,George Dzundza,0001169,m,
11,Crimson Tide,cast,5,Viggo Mortensen,0001557,m,w
11,Crimson Tide,cast,6,James Gandolfini,0001254,m,
11,Crimson Tide,producer,1,Jerry Bruckheimer,0000988,m,
11,Crimson Tide,producer,2,Lucas Foster,0287946,m,w
11,Crimson Tide,producer,3,Mike Moder,0595235,m,w
11,Crimson Tide,producer,4,Don Simpson,0800971,m,w
11,Crimson Tide,producer,5,James W. Skotchdopole,0804739,m,
11,Crimson Tide,producer,6,Bill Unger,0881130,m,w
11,Crimson Tide,director,1,Tony Scott,0001716,m,w
11,Crimson Tide,writer,1,Michael Schiffer,0771512,m,w
11,Crimson Tide,writer,2,Richard P. Henrick,0377543,m,w
12,Waterworld,cast,1,Kevin Costner,0000126,m,w
12,Waterworld,cast,2,Chaim Girafi,0320581,m,
12,Waterworld,cast,3,Rick Aviles,0043173,m,h
12,Waterworld,cast,4,R.D. Call,0130107,,w
12,Waterworld,cast,5,Zitto Kazann,0443601,,
12,Waterworld,cast,6,Leonardo Cimino,0162361,m,w
12,Waterworld,producer,1,Kevin Costner,0000126,m,w
12,Waterworld,producer,2,John Davis,0204862,m,w
12,Waterworld,producer,3,David Fulton,0298457,m,w
12,Waterworld,producer,4,Charles Gordon,0330077,m,w
12,Waterworld,producer,5,Lawrence Gordon,0330383,m,w
12,Waterworld,producer,6,Ilona Herzberg,0381245,f,w
12,Waterworld,producer,7,Gene Levy,0506420,m,w
12,Waterworld,producer,8,Andrew Licht,0508988,m,w
12,Waterworld,producer,9,Jeffrey A. Mueller,0611064,m,w
12,Waterworld,director,1,Kevin Reynolds,0721817,m,w
12,Waterworld,writer,1,Peter Rader,0705474,m,w
12,Waterworld,writer,2,David Twohy,0878638,m,w
13,Dangerous Minds,cast,1,Michelle Pfeiffer,0000201,f,w
13,Dangerous Minds,cast,2,George Dzundza,0001169,m,
13,Dangerous Minds,cast,3,Courtney B. Vance,0005524,f,w
13,Dangerous Minds,cast,4,Robin Bartlett,0000862,f,w
13,Dangerous Minds,cast,5,Beatrice Winde,0934656,f,
13,Dangerous Minds,cast,6,John Neville,0627453,m,w
13,Dangerous Minds,producer,1,Jerry Bruckheimer,0000988,m,
13,Dangerous Minds,producer,2,Lucas Foster,0287946,m,w
13,Dangerous Minds,producer,3,Kate Guinzburg,0347443,f,
13,Dangerous Minds,producer,4,Sandra Rabins,0704968,f,w
13,Dangerous Minds,producer,5,Don Simpson,0800971,m,w
13,Dangerous Minds,director,1,John N. Smith,0808807,m,w
13,Dangerous Minds,writer,1,LouAnne Johnson,0425676,f,w
13,Dangerous Minds,writer,2,Ronald Bass,0060103,m,w
14,Mr. Holland's Opus,cast,1,Richard Dreyfuss,0000377,m,w
14,Mr. Holland's Opus,cast,2,Glenne Headly,0000444,f,w
14,Mr. Holland's Opus,cast,3,Jay Thomas,0858988,m,w
14,Mr. Holland's Opus,cast,4,Olympia Dukakis,0001156,f,
14,Mr. Holland's Opus,cast,5,William H. Macy,0000513,m,w
14,Mr. Holland's Opus,cast,6,Alicia Witt,0001860,f,w
14,Mr. Holland's Opus,producer,1,Robert W. Cort,0181202,m,w
14,Mr. Holland's Opus,producer,2,Patrick Sheane Duncan,0242059,m,w
14,Mr. Holland's Opus,producer,3,Ted Field,0276059,m,w
14,Mr. Holland's Opus,producer,4,Judith James,0416648,f,w
14,Mr. Holland's Opus,producer,5,Scott Kroopf,0472256,m,
14,Mr. Holland's Opus,producer,6,Michael Nolin,0634445,m,w
14,Mr. Holland's Opus,producer,7,William Teitler,0854074,m,w
14,Mr. Holland's Opus,director,1,Stephen Herek,0378893,m,w
14,Mr. Holland's Opus,writer,1,Patrick Sheane Duncan,0242059,m,w
15,While You Were Sleeping,cast,1,Sandra Bullock,0000113,f,w
15,While You Were Sleeping,cast,2,Bill Pullman,0000597,m,w
15,While You Were Sleeping,cast,3,Peter Gallagher,0001251,m,w
15,While You Were Sleeping,cast,4,Peter Boyle,0001967,m,w
15,While You Were Sleeping,cast,5,Jack Warden,0912001,m,w
15,While You Were Sleeping,cast,6,Glynis Johns,0424318,f,w
15,While You Were Sleeping,producer,1,Steve Barron,0006625,m,w
15,While You Were Sleeping,producer,2,Roger Birnbaum,0083696,m,w
15,While You Were Sleeping,producer,3,Jonathan Glickman,0322802,m,w
15,While You Were Sleeping,producer,4,Elaine Johnson,0425032,f,w
15,While You Were Sleeping,producer,5,Joe Roth,0005387,m,w
15,While You Were Sleeping,producer,6,Arthur M. Sarkissian,0765306,m,w
15,While You Were Sleeping,producer,7,Charles J.D. Schlissel,0772387,m,w
15,While You Were Sleeping,producer,8,Susan Stremple,0834255,f,
15,While You Were Sleeping,director,1,Jon Turteltaub,0005509,m,
15,While You Were Sleeping,writer,1,Daniel G. Sullivan,0838015,m,w
15,While You Were Sleeping,writer,2,Fredric LeBow,0495863,m,w
16,Congo,cast,1,Laura Linney,0001473,f,w
16,Congo,cast,2,Dylan Walsh,0909620,m,w
16,Congo,cast,3,Ernie Hudson,0001368,m,w
16,Congo,cast,4,Tim Curry,0000347,m,w
16,Congo,cast,5,Grant Heslov,0381416,m,
16,Congo,cast,6,Joe Don Baker,0000833,m,w
16,Congo,producer,1,Michael Backes,0045660,m,w
16,Congo,producer,2,Paul Deason,0213226,m,w
16,Congo,producer,3,Kathleen Kennedy,0005086,f,w
16,Congo,producer,4,Frank Marshall,0550881,m,w
16,Congo,producer,5,Sam Mercer,0580303,m,w
16,Congo,producer,6,Frank Yablans,0944747,m,
16,Congo,director,1,Frank Marshall,0550881,m,w
16,Congo,writer,1,Michael Crichton,0000341,m,w
16,Congo,writer,2,John Patrick Shanley,0788234,m,w
17,Father of the Bride Part II,cast,1,Steve Martin,0000188,m,w
17,Father of the Bride Part II,cast,2,Diane Keaton,0000473,f,w
17,Father of the Bride Part II,cast,3,Martin Short,0001737,m,w
17,Father of the Bride Part II,cast,4,Kimberly Williams-Paisley,0931090,f,
17,Father of the Bride Part II,cast,5,George Newbern,0627624,m,w
17,Father of the Bride Part II,cast,6,Kieran Culkin,0001085,m,w
17,Father of the Bride Part II,producer,1,Carol Baum,0062071,f,w
17,Father of the Bride Part II,producer,2,Bruce A. Block,0088692,m,w
17,Father of the Bride Part II,producer,3,Julie B. Crane,0186376,f,w
17,Father of the Bride Part II,producer,4,Jim Cruickshank,0189979,m,w
17,Father of the Bride Part II,producer,5,Sandy Gallin,0302939,f,w
17,Father of the Bride Part II,producer,6,Nancy Meyers,0583600,f,w
17,Father of the Bride Part II,producer,7,James Orr,0650561,m,w
17,Father of the Bride Part II,producer,8,Cindy Williams,0930286,f,w
17,Father of the Bride Part II,director,1,Charles Shyer,0796124,m,w
17,Father of the Bride Part II,writer,1,Albert Hackett,0352443,m,w
17,Father of the Bride Part II,writer,2,Frances Goodrich,0329304,f,w
17,Father of the Bride Part II,writer,3,Nancy Meyers,0583600,f,w
17,Father of the Bride Part II,writer,4,Charles Shyer,0796124,m,w
18,Braveheart,cast,1,James Robinson,0732703,m,w
18,Braveheart,cast,2,Sean Lawlor,0492566,m,w
18,Braveheart,cast,3,Sandy Nelson,0625729,f,w
18,Braveheart,cast,4,James Cosmo,0181920,m,w
18,Braveheart,cast,5,Sean McGinley,0569336,m,w
18,Braveheart,cast,6,Alan Tall,0848100,m,w
18,Braveheart,producer,1,Bruce Davey,0202704,m,w
18,Braveheart,producer,2,Mel Gibson,0000154,m,w
18,Braveheart,producer,3,Alan Ladd Jr.,0480440,m,w
18,Braveheart,producer,4,Dean Lopata,0519803,m,w
18,Braveheart,producer,5,Stephen McEveety,0568544,m,
18,Braveheart,producer,6,Elisabeth Robinson,0732595,f,w
18,Braveheart,director,1,Mel Gibson,0000154,m,w
18,Braveheart,writer,1,Randall Wallace,0908824,m,w
19,Get Shorty,cast,1,John Travolta,0000237,m,
19,Get Shorty,cast,2,Gene Hackman,0000432,m,w
19,Get Shorty,cast,3,Rene Russo,0000623,m,w
19,Get Shorty,cast,4,Danny DeVito,0000362,m,w
19,Get Shorty,cast,5,Dennis Farina,0001199,m,w
19,Get Shorty,cast,6,Delroy Lindo,0005148,m,b
19,Get Shorty,producer,1,Danny DeVito,0000362,m,w
19,Get Shorty,producer,2,Graham Place,0686335,m,w
19,Get Shorty,producer,3,Susan Ringo,0727637,f,w
19,Get Shorty,producer,4,Michael Shamberg,0787834,m,w
19,Get Shorty,producer,5,Stacey Sher,0792049,f,w
19,Get Shorty,producer,6,Barry Sonnenfeld,0001756,m,w
19,Get Shorty,director,1,Barry Sonnenfeld,0001756,m,w
19,Get Shorty,writer,1,Elmore Leonard,0001465,m,w
19,Get Shorty,writer,2,Scott Frank,0291082,m,w
20,Grumpier Old Men,cast,1,Walter Matthau,0000527,m,
20,Grumpier Old Men,cast,2,Jack Lemmon,0000493,m,w
20,Grumpier Old Men,cast,3,Sophia Loren,0000047,f,w
20,Grumpier Old Men,cast,4,Ann-Margret,0000268,,
20,Grumpier Old Men,cast,5,Burgess Meredith,0580565,m,w
20,Grumpier Old Men,cast,6,Daryl Hannah,0000435,m,w
20,Grumpier Old Men,producer,1,Richard C. Berman,0075828,m,w
20,Grumpier Old Men,producer,2,John Davis,0204862,m,w
20,Grumpier Old Men,producer,3,George Folsey Jr.,0284390,m,
20,Grumpier Old Men,producer,4,John J. Smith,0808804,m,w
20,Grumpier Old Men,producer,5,Elena Spiotta,0819014,f,w
20,Grumpier Old Men,director,1,Howard Deutch,0222043,m,w
20,Grumpier Old Men,writer,1,Mark Steven Johnson,0425756,m,w
21,The Bridges of Madison County,cast,1,Clint Eastwood,0000142,m,w
21,The Bridges of Madison County,cast,2,Meryl Streep,0000658,f,
21,The Bridges of Madison County,cast,3,Annie Corley,0179960,f,w
21,The Bridges of Madison County,cast,4,Victor Slezak,0805789,m,w
21,The Bridges of Madison County,cast,5,Jim Haynie,0371579,m,w
21,The Bridges of Madison County,cast,6,Sarah Kathryn Schmitt,0773454,f,w
21,The Bridges of Madison County,producer,1,Clint Eastwood,0000142,m,w
21,The Bridges of Madison County,producer,2,Kathleen Kennedy,0005086,f,w
21,The Bridges of Madison County,producer,3,Michael Maurer,0561039,m,w
21,The Bridges of Madison County,producer,4,Tom Rooker,0740267,m,w
21,The Bridges of Madison County,director,1,Clint Eastwood,0000142,m,w
21,The Bridges of Madison County,writer,1,Richard LaGravenese,0481418,m,
21,The Bridges of Madison County,writer,2,Robert James Waller,0909077,m,w
22,Mortal Kombat,cast,1,Christopher Lambert,0000483,m,w
22,Mortal Kombat,cast,2,Robin Shou,0795225,f,a
22,Mortal Kombat,cast,3,Linden Ashby,0000798,m,w
22,Mortal Kombat,cast,4,Cary-Hiroyuki Tagawa,0846480,,a
22,Mortal Kombat,cast,5,Bridgette Wilson-Sampras,0933098,f,
22,Mortal Kombat,cast,6,Talisa Soto,0000650,f,h
22,Mortal Kombat,producer,1,Lauri Apelian,0031993,f,w
22,Mortal Kombat,producer,2,Robert Engelman,0257258,m,w
22,Mortal Kombat,producer,3,Lawrence Kasanoff,0440415,m,
22,Mortal Kombat,producer,4,Alison Savitch,0767794,f,w
22,Mortal Kombat,producer,5,Danny Simon,2667510,m,w
22,Mortal Kombat,director,1,Paul W.S. Anderson,0027271,m,w
22,Mortal Kombat,writer,1,Ed Boon,0095460,m,w
22,Mortal Kombat,writer,2,John Tobias,0864880,m,w
22,Mortal Kombat,writer,3,Kevin Droney,0238256,m,w
23,Nine Months,cast,1,Hugh Grant,0000424,m,w
23,Nine Months,cast,2,Julianne Moore,0000194,f,w
23,Nine Months,cast,3,Tom Arnold,0000792,m,w
23,Nine Months,cast,4,Joan Cusack,0000349,f,w
23,Nine Months,cast,5,Jeff Goldblum,0000156,m,w
23,Nine Months,cast,6,Robin Williams,0000245,f,w
23,Nine Months,producer,1,Michael Barnathan,0055431,m,
23,Nine Months,producer,2,Joan Bradshaw,0103497,f,w
23,Nine Months,producer,3,Chris Columbus,0001060,m,w
23,Nine Months,producer,4,Paula DuPré Pesmen,0243462,f,
23,Nine Months,producer,5,Anne François,0291950,f,
23,Nine Months,producer,6,Christopher Lambert,0000483,m,w
23,Nine Months,producer,7,Mark Radcliffe,0705365,m,w
23,Nine Months,director,1,Chris Columbus,0001060,m,w
23,Nine Months,writer,1,Patrick Braoudé,0105317,m,
23,Nine Months,writer,2,Chris Columbus,0001060,m,w
24,Outbreak,cast,1,Dustin Hoffman,0000163,m,w
24,Outbreak,cast,2,Rene Russo,0000623,m,w
24,Outbreak,cast,3,Morgan Freeman,0000151,f,w
24,Outbreak,cast,4,Kevin Spacey,0000228,m,
24,Outbreak,cast,5,Cuba Gooding Jr.,0000421,f,w
24,Outbreak,cast,6,Donald Sutherland,0000661,m,w
24,Outbreak,producer,1,Stephen Brown,0114698,m,w
24,Outbreak,producer,2,Nana Greenwald,0339248,f,w
24,Outbreak,producer,3,Duncan Henderson,0376416,m,w
24,Outbreak,producer,4,Gail Katz,0441713,f,w
24,Outbreak,producer,5,Anne Kopelson,0465744,f,
24,Outbreak,producer,6,Arnold Kopelson,0465745,m,
24,Outbreak,producer,7,Sanford Panitch,0659529,m,w
24,Outbreak,producer,8,Wolfgang Petersen,0000583,m,w
24,Outbreak,director,1,Wolfgang Petersen,0000583,m,w
24,Outbreak,writer,1,Laurence Dworet,0245435,m,
24,Outbreak,writer,2,Robert Roy Pool,0690798,m,w
25,Heat,cast,1,Al Pacino,0000199,m,w
25,Heat,cast,2,Robert De Niro,0000134,m,w
25,Heat,cast,3,Val Kilmer,0000174,m,w
25,Heat,cast,4,Jon Voight,0000685,m,w
25,Heat,cast,5,Tom Sizemore,0001744,m,w
25,Heat,cast,6,Diane Venora,0893204,f,
25,Heat,producer,1,Pieter Jan Brugge,0115764,m,w
25,Heat,producer,2,Gusmano Cesaretti,0149052,,w
25,Heat,producer,3,Art Linson,0513165,m,w
25,Heat,producer,4,Michael Mann,0000520,m,w
25,Heat,producer,5,Arnon Milchan,0586969,m,
25,Heat,producer,6,Kathleen M. Shea,0790300,f,w
25,Heat,director,1,Michael Mann,0000520,m,w
25,Heat,writer,1,Michael Mann,0000520,m,w
26,Waiting to Exhale,cast,1,Whitney Houston,0001365,f,w
26,Waiting to Exhale,cast,2,Angela Bassett,0000291,f,w
26,Waiting to Exhale,cast,3,Loretta Devine,0222643,f,w
26,Waiting to Exhale,cast,4,Lela Rochon,0005375,f,w
26,Waiting to Exhale,cast,5,Gregory Hines,0002138,m,w
26,Waiting to Exhale,cast,6,Dennis Haysbert,0371660,m,
26,Waiting to Exhale,producer,1,Ronald Bass,0060103,m,w
26,Waiting to Exhale,producer,2,Caron K,0433845,m,
26,Waiting to Exhale,producer,3,Terry McMillan,0573334,m,w
26,Waiting to Exhale,producer,4,Deborah Schindler,0771834,f,w
26,Waiting to Exhale,producer,5,Ezra Swerdlow,0842470,m,w
26,Waiting to Exhale,director,1,Forest Whitaker,0001845,m,w
26,Waiting to Exhale,writer,1,Terry McMillan,0573334,m,w
26,Waiting to Exhale,writer,3,Ronald Bass,0060103,m,w
27,Bad Boys,cast,1,Lisa Boyle,0102288,f,w
27,Bad Boys,cast,2,Will Smith,0000226,m,w
27,Bad Boys,cast,3,Martin Lawrence,0001454,m,w
27,Bad Boys,cast,4,Michael Taliferro,0848075,m,b
27,Bad Boys,cast,5,Emmanuel Xuereb,0944687,m,w
27,Bad Boys,cast,6,Tchéky Karyo,0001409,,
27,Bad Boys,producer,1,Jerry Bruckheimer,0000988,m,
27,Bad Boys,producer,2,Lucas Foster,0287946,m,w
27,Bad Boys,producer,3,Bruce S. Pustin,0701148,m,
27,Bad Boys,producer,4,Don Simpson,0800971,m,w
27,Bad Boys,director,1,Michael Bay,0000881,m,w
27,Bad Boys,writer,1,George Gallo,0303032,m,w
27,Bad Boys,writer,2,Michael Barrie,0057398,m,w
27,Bad Boys,writer,3,Jim Mulholland,0611848,m,w
